Fecha,Descripción,Mano de obra (€),Tipo,Marca
2024-03-16,IPHONE 11 PRO CAMBIO PANTALLA COMPATIBLE 89€LA PCAMA 20€,89.00€,Cambio pantalla,Apple
2024-03-15,"iphone se 2020 cambio pantalla compatible 45€ , proba 20€",45.00€,Cambio pantalla,Apple
2024-03-15,REDMI 12C CAMBIO PANTALLA COMPATBLE 55€. CRISTAL 39€,55.00€,Cambio pantalla,Xiaomi/Redmi
2024-03-15,iphone x limpieza de conector 15€ pr0tector rot 15€,15.00€,Puerto carga/conector,Apple
2024-03-15,"S9 PLUS REALIZAR LIMPIEZA 15€, SI ES NECESARIO 15€",15.00€,Limpieza,Samsung
2024-03-15,samsung m52 5g se da presupuesto de 115 con pantalla s 69€,69.00€,Otros,Samsung
2024-03-14,oppo a73 5g REVISAR EN GARANTÍA POR QUE NO DA IMAGE 35€,35.00€,Otros,Oppo/Realme
2024-03-14,note 11 pro plus 5g cambio pantalla service pack 155€ 30€,155.00€,Cambio pantalla,Samsung
2024-03-14,iphone 12 pasar datos de Android a Iphone 25€,25.00€,Otros,Apple
2024-03-13,iphone 13 azul tapa 99€ face id ok y camaras ok 49€,99.00€,Tapa trasera,Apple
2024-03-13,"A51 NO ENCIENDE, POSIBLE PROBLEMA EN FPC, PR 64€",64.00€,Otros,Samsung
2024-03-12,iphone xs cambio de pantalla 65 € 40€,65.00€,Cambio pantalla,Apple
2024-03-12,IPHONE XR CAMBIO PANTALLA COMPATIBLE 85€. CRISTA 20€,85.00€,Cambio pantalla,Apple
2024-03-12,mi 11t pro tapa trasera y cristal camara roto 35€ 69€,35.00€,Tapa trasera,Xiaomi/Redmi
2024-03-12,"mi 10 lite 5g cambio pantalla compatible 69€, no fun 35€",69.00€,Cambio pantalla,Xiaomi/Redmi
2024-03-11,"iphone 11 CAMBIO BATERIA COMPATIBLE 55€, PIEZA D 20€",55.00€,Cambio batería,Apple
2024-03-11,"iphone 7 cambio camara frontal, auricular y boton 50€",50.00€,Otros,Apple
2024-03-11,OPPO A5 PEGAR PANTALLA 25€ 25€,25.00€,Otros,Oppo/Realme
2024-03-09,IPHONE 11 CAMBIO DE PANTALLA COMPATIBLE 85€. TA 30€,85.00€,Cambio pantalla,Apple
2024-03-09,A52S LIMPIEZA PUERTO DE CARGA 15€ O REEMPLA 15€,15.00€,Puerto carga/conector,Samsung
2024-03-09,P SMART CAMBIO CONECTOR JACK 3.5 Y PUERTO DE CAR 30€,30.00€,Puerto carga/conector,Otras
2024-03-09,samsung a15 esta restablecido de fabrica no recuerda 35€,35.00€,Otros,Samsung
2024-03-09,REDMI 9C FRP 49€ 49€,49.00€,FRP/desbloqueo,Xiaomi/Redmi
2024-03-08,P30 LITE INTENTAR CONSEGUIR QUE EL TELEFONO ABRA 29€,29.00€,Otros,Huawei/Honor
2024-03-08,OPPO A54S LIMPIEZA PUERTO DE CARGA 15€. 15€,15.00€,Puerto carga/conector,Oppo/Realme
2024-03-08,REALME 7 PRO LIMPIEZA PUERTO DE CARGA 15€. NO CARG 15€,15.00€,Puerto carga/conector,Oppo/Realme
2024-03-08,11 PRO MAX CAMBIO PANTALLA COMAPTIBLE 95€ 20€,95.00€,Cambio pantalla,Otras
2024-03-08,IPHONE XS MAX CAMBIO PANTALLA COMPATIBLE 75€ 20€,75.00€,Cambio pantalla,Apple
2024-03-08,MI 9T CAMBIO PANTALLA COMPATIBLE CALIDAD PREMI 30€,30.00€,Cambio pantalla,Xiaomi/Redmi
2024-03-08,iphone 11 pro CAMBIO DE PANTALLA *-TAPA TRASERA ROTA 60€,60.00€,Cambio pantalla,Apple
2024-03-07,iphone se 2020 cambio de pantalla 45 € 30€,45.00€,Cambio pantalla,Apple
2024-03-07,mackbook a1369 *-Cambio de sistema a Windows a1369 69€,69.00€,Otros,Otras
2024-03-07,redmi 8 bandeja sim bloqueada. desmontar 15€,15.00€,Otros,Xiaomi/Redmi
2024-03-06,Samsung 20fe Cambio pantalla 155 Avisar 639908222 55€,55.00€,Cambio pantalla,Samsung
2024-03-06,iphone 7 plus cambio pantalla compatible 45€. marcos 20€,45.00€,Cambio pantalla,Apple
2024-03-06,a23 5G CAMBIO PANTALLA SERVICE PACK 79€ AVISA 32€,79.00€,Cambio pantalla,Samsung
2024-03-06,A54 CAMBIO DE PANTALLA SERVICE PACK 105€. 35€,105.00€,Cambio pantalla,Samsung
2024-03-06,redmi note 5 cambio pantalla compatible 55€ la pant 36€,55.00€,Cambio pantalla,Xiaomi/Redmi
2024-03-05,oppo a78 cambio de pantalla 59 € 35€,59.00€,Cambio pantalla,Oppo/Realme
2024-03-05,"a12 microfono en llamadas no funciona, en ma 39€",39.00€,Otros,Samsung
2024-03-05,REDMI NOTE 11 4G AVISAR POR WHATSAPP.CAMBIO PANTALLA COMP 38€,38.00€,Cambio pantalla,Xiaomi/Redmi
2024-03-04,"samsung s9 plus No carga, revisar y dar presupouesto. P 49€",49.00€,Otros,Samsung
2024-03-04,"MI 12T NO CARGA, EL CLIENTE COMENTA QUE HA ENTR 89€",89.00€,Otros,Xiaomi/Redmi
2024-03-04,S21 FE LIMPIEZA PUERTO DE CARGA 15€. VIENE S 89€,15.00€,Puerto carga/conector,Samsung
2024-03-01,"garmin vvenu Se queda pegado, no reacciona. posibleme 39€",39.00€,Otros,Otras
2024-03-01,CABLE EXTENSOR MICROFONO REPARAR SOLDADURAS 35€ 35€,35.00€,Otros,Otras
2024-03-01,CARGADOR RELOJ HASTA 15€ 15€,15.00€,Otros,Otras
2024-02-29,IPHONE X CAMBIO PANTALLA COMPATIBLE 75€ 20€,75.00€,Cambio pantalla,Apple
2024-02-29,zte 8045 cambio pantalla compatible 55€ avisar 35€,55.00€,Cambio pantalla,Otras
2024-02-29,a20e cambio de pantalla presupuesto de 55€ 25€,55.00€,Cambio pantalla,Samsung
2024-02-29,iphone pro max cambio de pantalla presupuesto de 109€ 55€,109.00€,Cambio pantalla,Apple
2024-02-29,play 4 mantenimiento se tilda con el fifa 49€ 10€,49.00€,Otros,Otras
2024-02-29,mi 10t pro pegado de pantalla 25€ 39 bateria comp 63€,25.00€,Cambio batería,Xiaomi/Redmi
2024-02-29,Iphone 11pro max Cambio tapa trasera 85 70€,70.00€,Tapa trasera,Apple
2024-02-28,S23 ULTRA CAMBIO DE PANTALLA COMPATIBLE 305€. 60€,305.00€,Cambio pantalla,Samsung
2024-02-28,samsung a51 CAMBIO PANTALLA OLED 75€ 32€,75.00€,Cambio pantalla,Samsung
2024-02-28,oppo la pantalla esa despegada 25€ montarla 44€,25.00€,Otros,Oppo/Realme
2024-02-28,oppo a17 cambio pantalla compatible 55€ no func 35€,55.00€,Cambio pantalla,Oppo/Realme
2024-02-28,"iphone xs max no carga sistema, hacer restauracion 25€ 25€",25.00€,Otros,Apple
2024-02-27,"a51 no recuerda la contraseña, probar dentr 10€",10.00€,Otros,Samsung
2024-02-26,iphone 6s plus la parte inferior de la pantalla esta le 20€,20.00€,Otros,Apple
2024-02-24,IPHONE X CAMBIO DE PANTALLA REVISAR LA CAMARA NO 20€,20.00€,Cambio pantalla,Apple
2024-02-24,iphone 6 cambio de pantalla presupuesto de 45€ 20€,45.00€,Cambio pantalla,Apple
2024-02-24,redmi 9t el microfono no funciona revisar y repa 39€,39.00€,Otros,Xiaomi/Redmi
2024-02-23,RELAME GT2 NEO CAMBIO DE PANTALLA PRESUPUESTO DE 75€ 48€,75.00€,Cambio pantalla,Otras
2024-02-23,REDMI NOTE 8 PRO CAMBIO DE PANTALLA COMAPTIBLE 59€ MAS 58€,59.00€,Cambio pantalla,Xiaomi/Redmi
2024-02-23,SAMSUNG A510 CAMBIO DE PANTALLA COMPATIBLE PRESUPUE 31€,31.00€,Cambio pantalla,Samsung
2024-02-23,REDMI 9C CAMBIO PUERTO DE CARGA 35€. 35€,35.00€,Puerto carga/conector,Xiaomi/Redmi
2024-02-23,"p30 NO CARGA CORRECTAMENTE, LIMPIEZA 15€. 15€",15.00€,Limpieza,Huawei/Honor
2024-02-23,REDMI 10C CAMBIO DE PANTALLA COMPATIBLE PRESUPUES 36€,36.00€,Cambio pantalla,Xiaomi/Redmi
2024-02-23,IPHONE 8 Cambio bateria 35€. 35€,35.00€,Cambio batería,Apple
2024-02-23,p 20 pro cambio de bateria viene mañana 12 pres 39€,39.00€,Cambio batería,Otras
2024-02-23,HUAWEI P20 CAMBIO DE PANTALLA PRESUPUESTO 79 € * 52€,79.00€,Cambio pantalla,Huawei/Honor
2024-02-23,Iphone 11pro Garantía Falla cámara estabilizador 15€,15.00€,Otros,Apple
2024-02-22,a 52 Cambio de microfono presupuesto 39 € 89€,39.00€,Otros,Samsung
2024-02-22,iphone 8 cambio de pantalla 45 € 30€,45.00€,Cambio pantalla,Apple
2024-02-22,TABLET HUAWEI FRP 25€ DE 1 A 3 DIAS 25€,25.00€,FRP/desbloqueo,Huawei/Honor
2024-02-22,IPAD A2270 CAMBIO DE PANTALLA 75€ 49€,75.00€,Cambio pantalla,Otras
2024-02-22,a51 cambio de pantalla oled compatible pres 35€,35.00€,Cambio pantalla,Samsung
2024-02-21,IPhone XR Comprobar la batería cuando esta al 50 15€,15.00€,Cambio batería,Apple
2024-02-21,"Note 20 Ultra 5g no enciende, presupuesto inicial de bate 47€",47.00€,Otros,Samsung
2024-02-21,Redmi 10 pantalla 49€ pagado 28€,49.00€,Otros,Xiaomi/Redmi
2024-02-21,PSMART 2019 CAMBIO DE PANTALLA COMPATIBLE PRESUPUE 30€,30.00€,Cambio pantalla,Otras
2024-02-21,redmi 9 cambio de pantalla presupuesto de 55€ 33€,55.00€,Cambio pantalla,Xiaomi/Redmi
2024-02-20,IPHONE 11 Cambio de pantalla 85 € 50€,85.00€,Cambio pantalla,Apple
2024-02-19,IPHONE XR CAMBIO DE PANTALLA. 20€,20.00€,Cambio pantalla,Apple
2024-02-19,IPHONE 12 CAMBIO DE PANTALLA PRESUPUESTO DE 99€ 39€,99.00€,Cambio pantalla,Apple
2024-02-19,poco m4 5g cambio de pantalla presupuesto 59€ 40€,59.00€,Cambio pantalla,Otras
2024-02-19,IPHONE XR CAMBIO DE PANTALLA. TAPA ROTA 20€,20.00€,Cambio pantalla,Apple
2024-02-19,poco m4 5g presupuesto 59€ 40€,59.00€,Otros,Otras
2024-02-19,iPhone XS cambio de panmtalla prsupuesto 65€ 20€,65.00€,Otros,Apple
2024-02-19,iphone 11 trae para cambio de pantalla presupues 20€,20.00€,Cambio pantalla,Apple
2024-02-19,iphone 8 cambio de pantalla presupuesto de 45€ 20€,45.00€,Cambio pantalla,Apple
2024-02-17,"samsung a12 no carga , cambio conector 49€ 25€",49.00€,Puerto carga/conector,Samsung
2024-02-17,note 10 plus -cliente avisado-cambio boton power 29€ 29€,29.00€,Otros,Samsung
2024-02-16,"T5810 NO LOGRA ENCENDER, PRESUPUESTO INICIAL D 30€",30.00€,Otros,Otras
2024-02-16,IPHONE X CAMBIO DE PANTALLA COMPATIBLE 75€. 20€,75.00€,Cambio pantalla,Apple
2024-02-16,"samsung s10 cristal camara, parece que hay una peque 24€",24.00€,Otros,Samsung
2024-02-16,iphone xr COMPRADO POR 135€ 50€,135.00€,Otros,Apple
2024-02-15,p40 lite pantalla 59€ lo trae en la tarde 34€,59.00€,Otros,Otras
2024-02-14,IPHONE 8 cambio de pantalla compatible. presupues 31€,31.00€,Cambio pantalla,Apple
2024-02-14,iphone 12 pro bateria 59€ lo trae en la tarde 44€,59.00€,Cambio batería,Apple
2024-02-14,iphone 12 pro max cristal camaras 35€ lo trae en la tard 30€,35.00€,Otros,Apple
2024-02-14,"Iphone 11 Pro no baja del 100% y se apaga, revisar 15€",15.00€,Otros,Apple
2024-02-13,sourface bateria + limpieza 120 40€,40.00€,Cambio batería,Otras
2024-02-13,"note 12 pro plus cambio boton home, se ha dado un golpoe 28€",28.00€,Otros,Samsung
2024-02-13,"MI A2 PANTALLA DESPEGADA, 25€ 25€",25.00€,Otros,Xiaomi/Redmi
2024-02-12,"samsung m31 cambio pantalla compatible oled, no func 31€",31.00€,Cambio pantalla,Samsung
2024-02-12,"REDMI NOTE 11 CAMBIO PANTALLA COMPATIBLE , SIN SENSOR 37€",37.00€,Cambio pantalla,Xiaomi/Redmi
2024-02-12,"s20+ SE REINICIA EL TELEFONO, PRESUPUESTO INI 89€",89.00€,Otros,Samsung
2024-02-10,s22 ultra en altavoz no se oye bien 49€ 44€,49.00€,Otros,Samsung
2024-02-10,IPHONE 13 PRO MAX CAMBIO AURICULAR 89€ DESCONTAR 15€ 74€,89.00€,Otros,Apple
2024-02-10,samsung note 10 + cambio conector 19€ 17€,19.00€,Puerto carga/conector,Samsung
2024-02-10,samsung carganor no entra bien. limpieza 15€ 15€,15.00€,Limpieza,Samsung
2024-02-10,"S22 NO CARGA NADA, EL CABLE NO ENTRA BIEN. 1 15€",15.00€,Otros,Samsung
2024-02-09,"MI 10 LITE SE REINICIA EN BUCLE, AL CLIENTE LE FUNC 89€",89.00€,Otros,Xiaomi/Redmi
2024-02-09,"ipad a2197 no enciende, revisar y dar presupuesto 41€",41.00€,Otros,Otras
2024-02-09,"SAMSUNG J3 LE OYEN MAL EN LLAMADAS, FALLO INTERMITE 39€",39.00€,Otros,Samsung
2024-02-08,iphone 8 plus cambio pantalla 65 € 50€,65.00€,Cambio pantalla,Apple
2024-02-08,IPHONE X cambio de pantalla presupuesto 75 € 50€,75.00€,Cambio pantalla,Apple
2024-02-08,p20 lite -esperando cliente-cambio pantalla 55€ 37€,55.00€,Cambio pantalla,Otras
2024-02-08,iphone xs max limpieza conector 15€ 15€,15.00€,Puerto carga/conector,Apple
2024-02-08,iphone 13 pro max limpieza auricular altavoz y conector 15 15€,15.00€,Puerto carga/conector,Apple
2024-02-08,"iphone xr No carga, revisar si es limpieza o cambi 19€",19.00€,Limpieza,Apple
2024-02-08,Iphone 13Pro Cambio de bateria 65+20 y queda pendient 58€,58.00€,Cambio batería,Apple
2024-02-07,Xiaomi Redmi Note 11 RECUPERACION DE MOJADO 69€ SIN GARANTI 79€,69.00€,Mojado/humedad,Xiaomi/Redmi
2024-02-07,S22 ULTRA CAMBIO ALTAVOZ 49€ 46€,49.00€,Otros,Samsung
2024-02-07,"TCL 30 se cambio pantalla compatible 55€, no tie 38€",55.00€,Cambio pantalla,Otras
2024-02-07,"a32 le escuchan muy flojo, limpieza 15€. p 15€",15.00€,Limpieza,Samsung
2024-02-07,"mi note 10 lite cambio tapa trasera 29€, marco un poco 24€",29.00€,Tapa trasera,Xiaomi/Redmi
2024-02-07,mi 12 lite cambio pantalla compatible con marco neg 40€,40.00€,Cambio pantalla,Xiaomi/Redmi
2024-02-06,"P20 PRO CUANDO HACE MUCHO ZOOM DEJA DE ENFONCAR, 24€",24.00€,Otros,Otras
2024-02-06,"portatil asus no enciende, revisar cual es el fallo, s 99€",99.00€,Otros,Otras
2024-02-06,predator no arranca. deja cargador. tiene la carc 99€,99.00€,Otros,Otras
2024-02-06,OPPO A5 2020 CAMBIO PANTALLA COMPATIBLE 55€ NO FUNC 39€,55.00€,Cambio pantalla,Oppo/Realme
2024-02-06,iPhone 11 CAMBIO DE PANTALLA PRESUPUESTO 85 € 20€,85.00€,Cambio pantalla,Apple
2024-02-05,iphone x cambio bateria compatible 49€ 20€,49.00€,Cambio batería,Apple
2024-02-05,REDMI 10C CAMBIO DE PANTALLA COMPATIBLE 55€. 36€,55.00€,Cambio pantalla,Xiaomi/Redmi
2024-02-05,"a22 5g tiene la pantalla muy rota, le han dicho 45€",45.00€,Otros,Samsung
2024-02-03,IPHONE 13 MINI PARA CAMBIO DE PANTALLA COMPATIBLE 99€ 20€,99.00€,Cambio pantalla,Apple
2024-02-03,iphone 11 para cambio de pantalla commaptible 65€ 20€,65.00€,Cambio pantalla,Apple
2024-02-03,"REDMI NOTE 10S CAMBIO DE PANTALLA COMPATIBLE 55€, 6 M 30€",55.00€,Cambio pantalla,Xiaomi/Redmi
2024-02-03,HUAWEI P30 LITE cambio d epantalla ocmpatible 55€ deja 30€,55.00€,Cambio pantalla,Huawei/Honor
2024-02-03,IPHONE X PARA CAMBIO DE PANTALLA COMPATIBLE 65€ 59€,65.00€,Cambio pantalla,Apple
2024-02-03,NOTE 11 PRO 5G CAMBIO DE PANTALLA COMPATIBLE INCELL 55€ 31€,55.00€,Cambio pantalla,Samsung
2024-02-03,A32 4G CAMBIO DE PANTALLA COMPATIBLE CALIDAD PR 31€,31.00€,Cambio pantalla,Samsung
2024-02-03,MI 10T LITE LIMPIEZA AURICULAR 15€. COLOCAR CRIST 15€,15.00€,Limpieza,Xiaomi/Redmi
2024-02-02,A70 CAMBIO DE PANTALLA 79€ OLED PUEDE FALL 35€,79.00€,Cambio pantalla,Samsung
2024-02-02,"A70 -ALI-REPARACION DE PLACA BASE, PRESUPUES 54€",54.00€,Otros,Samsung
2024-02-02,HUAWEI MATE 10 -eseprando cliente-CAMBIO DE PANTALLA 69 39€,39.00€,Cambio pantalla,Huawei/Honor
2024-02-02,A7 LITE -esperando cliente-CAMBIO PANTALLA COMPA 35€,35.00€,Cambio pantalla,Samsung
2024-02-02,IPHONE XS cambio pantalla compatible 75€ poner p 20€,75.00€,Cambio pantalla,Apple
2024-02-02,oppo a16s -esperando cliente-cambio pantalla compa 40€,40.00€,Cambio pantalla,Oppo/Realme
2024-02-01,"Iphone 11 Pro TELEFONO DE LA TIENDA, CAMBIAR BATERIA 15€",15.00€,Cambio batería,Apple
2024-02-01,iphone se CAMBIO DE BATERIA PRESUPUESTO 45 € *- 34€,45.00€,Cambio batería,Apple
2024-02-01,"A2197 NO Arranca, SE APAGO MIENTRAS LA USABA, 50€",50.00€,Otros,Samsung
2024-01-31,XIAOMI REDMI 9 CONECTOR DE CARGA 45€ 45€,45.00€,Puerto carga/conector,Xiaomi/Redmi
2024-01-31,XIAOMI REDMI NOTE 12 PANTALLA COMPATIBLE 69€ DOBLADO 43€,69.00€,Otros,Xiaomi/Redmi
2024-01-31,SAMSUNG S10 EL CONECTOR LE DETECTA HUMEDAD. 49€ 49€,49.00€,Puerto carga/conector,Samsung
2024-01-31,moto g31 CAMBIO DE PANTALLA COMPATIBLE 59€. TI 29€,59.00€,Cambio pantalla,Otras
2024-01-31,OPPO A74 CAMBIO PANTALLA COMPATIBLE 55€ 35€,55.00€,Cambio pantalla,Oppo/Realme
2024-01-31,REALME C25Y CAMBIO DE PANTALLA 59€. 41€,59.00€,Cambio pantalla,Oppo/Realme
2024-01-31,lenovo EL CLIENTE ACEPTA EL CAMBIO DE PLACA POR 44€,44.00€,Otros,Otras
2024-01-30,"ipad 9na generacion Ipad doblada a la mitad, mancha de presi 71€",71.00€,Otros,Otras
2024-01-29,redmi ntoe 9s CAMBIO DE MICROFONO 39€. PROTECTOR DE 39€,39.00€,Otros,Xiaomi/Redmi
2024-01-29,"iphone 11 restaurar de fabrica, quedara pidiendo i 25€",25.00€,Otros,Apple
2024-01-29,xiaomi 12 limpieza conector 15€ 15€,15.00€,Puerto carga/conector,Xiaomi/Redmi
2024-01-29,VIVO y21s CAMBIO DE PANTALLA COMPATIBLE 55€. MA 38€,55.00€,Cambio pantalla,Otras
2024-01-27,OPPO A53S CAMBIO DE PANTALLA COMPATIBLE 55€ CON 35€,55.00€,Cambio pantalla,Oppo/Realme
2024-01-26,MI A2 FRP 49€ PIN DE LA SIM 0000 49€,49.00€,FRP/desbloqueo,Xiaomi/Redmi
2024-01-26,SAMSUNG S21+ EL CLIENTE COMENTA QUE CON LLAMADA NORMA 49€,49.00€,Otros,Samsung
2024-01-26,REALME 7 PRO -RESERVADA-CAMBIO PANTALLA SERVICE PACK 35€,35.00€,Cambio pantalla,Oppo/Realme
2024-01-25,poco x3 pegar pantalla despegada en el lateral d 25€,25.00€,Otros,Otras
2024-01-25,note 6 pro cambio pantalla compatible 45€ ser por 42€,45.00€,Cambio pantalla,Samsung
2024-01-25,SAMSUNG A70 no coge cobertura despues de cambiar pla 15€,15.00€,Otros,Samsung
2024-01-24,REDMI NOTE 9S CAMBIO DE PANTALLA COMAPTIBLE CALIDAD PR 30€,30.00€,Cambio pantalla,Xiaomi/Redmi
2024-01-23,SAMSUNG A53 5G DESPUES DE ACTUALIZAR NO VA EL TACTIL. R 15€,15.00€,Otros,Samsung
2024-01-23,"MATE 10 CAMBIO PANTALLA , FLEX HUELLA + TAPA 85€ 42€",85.00€,Cambio pantalla,Huawei/Honor
2024-01-23,"airpods 2 gen REALIZAR LIMPIEZA 15€, ESCUCHA UN ZUMB 15€",15.00€,Limpieza,Otras
2024-01-23,P8 LITE 2017 REALIZAR CAMBIO PUERTO DE CARGA 35€. 35€,35.00€,Puerto carga/conector,Otras
2024-01-23,"POCO F2 PRO se ha caido y no enciende, carga 0.1/0.2 65€",65.00€,Otros,Otras
2024-01-23,ALCATEL CAMBIO PUERTO DE CARGA 35€. 35€,35.00€,Puerto carga/conector,Otras
2024-01-22,oppo a53 s cambio de pantalla compatible 55€ 40€,55.00€,Cambio pantalla,Oppo/Realme
2024-01-22,iphone xr limpieza conector 15€ 15€,15.00€,Puerto carga/conector,Apple
2024-01-22,LG K22 CLIENTE DICE QUE LE FALLA LA BATERIA 39€ 29€,39.00€,Cambio batería,Otras
2024-01-20,IPHONE 11 *-APAGADO. REVISAR PRESUPUESTO INICIAL D 20€,20.00€,Otros,Apple
2024-01-20,redmi 9 cambio pantalla compatible 55€ deja pa 38€,55.00€,Cambio pantalla,Xiaomi/Redmi
2024-01-20,A21S CAMBIO PANTALLA COMPATIBLE 49€ DESCUEN 30€,49.00€,Cambio pantalla,Samsung
2024-01-20,iphone x cambio bateria compatible 49€ 20€,49.00€,Cambio batería,Apple
2024-01-19,IPAD MINI 2 CAMBIO TACTIL 55€ 45€,55.00€,Otros,Otras
2024-01-19,iphone 13 pro max cambio de pantalla presupuesto *revisa 164€,164.00€,Cambio pantalla,Apple
2024-01-19,iphone 11 INGRESA POR REVISION DE GARANTIA NO SE E 19€,19.00€,Otros,Apple
2024-01-18,IPHONE 14 INICIALMENTE CAMBIO DE PANTALLA Y TAPA 3 198€,198.00€,Cambio pantalla,Apple
2024-01-18,SAmsUNG A53 CAMBIO PANTALLA SERVICE PACK 145€ 32€,145.00€,Cambio pantalla,Samsung
2024-01-18,iphone 11 cambio bateria compatible 55€ pieza de 20€,55.00€,Cambio batería,Apple
2024-01-17,samsung s23 plus -reservada-cambio pantalla service apck 37€,37.00€,Cambio pantalla,Samsung
2024-01-16,IPHONE X CAMBIO DE BATERIA COMPATIBLE 49€ CRI 20€,49.00€,Cambio batería,Apple
2024-01-16,S10 PLUS CAMBIO AURICULAR Y ALTAVOZ 45€ CUANDO 89€,45.00€,Otros,Samsung
2024-01-16,SAMSUNG A41 CAMBIO DE PANTALLA 65€ 35€,65.00€,Cambio pantalla,Samsung
2024-01-16,IPHONE XS CAMBIO DE PANTALLA Y BATERIA 128€ PRI 40€,128.00€,Cambio pantalla,Apple
2024-01-16,"a42 carga intermitente, si es conector 49€ 15€",49.00€,Puerto carga/conector,Samsung
2024-01-16,samsung s7 edge cambio pantalla y tapa plata 205€ el 65€,205.00€,Cambio pantalla,Samsung
2024-01-15,SAMSUNG A51 CAMBIO DE PANTALLA COMPATIBLE 55€ 38€,55.00€,Cambio pantalla,Samsung
2024-01-15,iphone 11 pro cambio pantalla + bateria piezas compati 40€,40.00€,Cambio pantalla,Apple
2024-01-15,"Huawei MatePad T10 -RESERVADA-CAMBIO DE PANTALLA, 85€ 60€",85.00€,Cambio pantalla,Huawei/Honor
2024-01-15,noite 11 4g cambio pantalla compatible 75€ no func 36€,75.00€,Cambio pantalla,Otras
2024-01-15,REDMI NOTE 10 LA CARGA LE HA ESTADO FALLANDO HASTA QUE 69€,69.00€,Otros,Xiaomi/Redmi
2024-01-15,"realme gt2 NO CARGA, SI ES CONECTOR 49€-69€ DEJ 49€",49.00€,Puerto carga/conector,Oppo/Realme
2024-01-15,iphone 11 pro cmbio cristal camara 35€ 35€,35.00€,Otros,Apple
2024-01-13,REALME 7I CAMBIO DE PANTALLA COMPATIBLE 65€. 46€,65.00€,Cambio pantalla,Oppo/Realme
2024-01-13,HONOR 10 CAMBIO BOTON POWER 25€. MARCO DESGAST 25€,25.00€,Otros,Huawei/Honor
2024-01-12,POCO M3 PRO CAMBIO DE CRSITAL Y CAMARA TRASERA 55€ 46€,55.00€,Otros,Otras
2024-01-12,"IPHONE 11 PRO NO LOGRA INICIAR, MANTENIMIENTO DE MOJAD 89€",89.00€,Otros,Apple
2024-01-12,"poco x4 pro -RESERVADA-cambio lente camara 29€, NO 25€",29.00€,Otros,Otras
2024-01-12,"mi 10 lite no carga, si es fpc de placa 69€, tapa 90€",69.00€,Tapa trasera,Xiaomi/Redmi
2024-01-12,mi note 10 lite cambio tapa trasera 29€ vendra el vier 24€,29.00€,Tapa trasera,Xiaomi/Redmi
2024-01-11,"PS4 SIGUE APAGANDOSE POR TEMPERATURA, REVISA 20€",20.00€,Otros,Otras
2024-01-11,SAMSUNG A51 CAMBIO BATERIA 39€ VIENE MAÑANA POR L 29€,39.00€,Cambio batería,Samsung
2024-01-11,a20e pegado de pantalla 25€ po la parte inf 25€,25.00€,Otros,Samsung
2024-01-10,Iphone X Garantia Llega por garantia tiene pantalla rota y 15€,15.00€,Otros,Apple
2024-01-10,ONE PLUS 8T tapa trasera 15€ 7€,15.00€,Tapa trasera,Otras
2024-01-10,leagoo cambio pantalla compatible 69€ 45€,69.00€,Cambio pantalla,Otras
2024-01-10,huawei mate 10 el cliente pide cambio de bateria porque 29€,29.00€,Cambio batería,Huawei/Honor
2024-01-10,"POCO NO CARGA NADA, 69€ PUEDE QUE LABATERIA 39€",69.00€,Cambio batería,Otras
2024-01-09,iphone 11 LIMPIEZA AURICULAR 19€,19.00€,Limpieza,Apple
2024-01-09,OPPO A53S CAMBIO DE PANTALLA COMPATIBLE 55€. 40€,55.00€,Cambio pantalla,Oppo/Realme
2024-01-09,"iphone 11 se ha caido aun cubo de agua, 65€ avis 20€",65.00€,Mojado/humedad,Apple
2024-01-09,"P20 LITE CAMBIO PUERTO DE CARGA 49€, REVISAR SI 49€",49.00€,Puerto carga/conector,Otras
2024-01-09,REDMI NOTE 11S CAMBIO DE PANTALLA COMPATIBLE 69€. TI 31€,69.00€,Cambio pantalla,Xiaomi/Redmi
2024-01-09,"auricular vieta pro limpieza auriculares, se escucha muy flo 15€",15.00€,Limpieza,Otras
2024-01-08,REDMI 12C CAMBIO DE PANTALLA COMPATIBLE 55€. 39€,55.00€,Cambio pantalla,Xiaomi/Redmi
2024-01-08,iphone xr CAMBIO TAPA TRASERA 80€. 75€,80.00€,Tapa trasera,Apple
2024-01-08,"REDMI NOTE 10S CAMBIO DE PANTALLA COMPATIBLE OLED, NO F 30€",30.00€,Cambio pantalla,Xiaomi/Redmi
2024-01-08,s7 boton bloqueo se sale 29€ 620236671 29€,29.00€,Otros,Samsung
2024-01-08,iphone 11 cambio pantalla compatible 85€. tapa t 20€,85.00€,Cambio pantalla,Apple
2024-01-05,MI 8 CAMBIO DE PANTALLA Y TAPA TRASERA 98€. 43€,98.00€,Cambio pantalla,Xiaomi/Redmi
2024-01-05,"note 9 pro cambio cristal camara, vendra mañana av 26€",26.00€,Otros,Samsung
2024-01-05,redmi 9c CAMBIO DE PANTALLA COMPATIBLE 55€. 40€,55.00€,Cambio pantalla,Xiaomi/Redmi
2024-01-05,samasung A51 no carga 20€,20.00€,Otros,Otras
2024-01-05,A20s CAMBIO DE PANTALLA COMPATIBLE 55€. 40€,55.00€,Cambio pantalla,Samsung
2024-01-05,samsung m31 cambio pantalla compatible 55€. la cam 30€,55.00€,Cambio pantalla,Samsung
